,im,L,k,MSE,SNR,PSNR
0,fruits_256,0,0,0.0,inf,inf
1,fruits_256,0,1,0.0,inf,inf
2,fruits_256,0,2,0.0,inf,inf
3,fruits_256,0,3,0.0,inf,inf
4,fruits_256,0,4,0.0,inf,inf
5,fruits_256,8,0,1.78741455078125,63.37515793068123,45.608550717996685
6,fruits_256,8,1,1.7432098388671875,64.98223961205501,45.71730692417189
7,fruits_256,8,2,0.979400634765625,115.6602062755118,48.22119979712238
8,fruits_256,8,3,0.9377288818359375,120.80003254413799,48.41003068482786
9,fruits_256,8,4,1.720703125,65.83220417139614,45.77374413431693
10,fruits_256,16,0,2.449920654296875,46.23728496867176,44.23928341792784
11,fruits_256,16,1,1.6885528564453125,67.08565800056027,45.855657010470594
12,fruits_256,16,2,1.8348846435546875,61.73558639844991,45.49471594864234
13,fruits_256,16,3,1.979705810546875,57.21945091026807,45.16479703105749
14,fruits_256,16,4,2.2410430908203125,50.54685468002097,44.62630153629786
15,fruits_256,24,0,2.614166259765625,43.33223987578945,43.957471558167285
16,fruits_256,24,1,1.641204833984375,69.02104910838803,45.97917573405567
17,fruits_256,24,2,1.8876495361328125,60.00991035413753,45.371589951918835
18,fruits_256,24,3,2.5975341796875,43.60969735419898,43.98519089931472
19,fruits_256,24,4,2.4329071044921875,46.56062668163544,44.269548342538414
20,fruits_256,32,0,2.394744873046875,47.30260860700131,44.33821108724774
21,fruits_256,32,1,1.9458160400390625,58.21602716415335,45.23978581755922
22,fruits_256,32,2,1.891082763671875,59.90096341601175,45.363698246091
23,fruits_256,32,3,2.41094970703125,46.98467127414496,44.30892209879349
24,fruits_256,32,4,2.71435546875,41.732809408166936,43.794136391331435
25,fruits_256,40,0,3.3922882080078125,33.39270501131268,42.82587618158765
26,fruits_256,40,1,3.4897918701171875,32.45972357645372,42.70280834296975
27,fruits_256,40,2,2.727630615234375,41.52969937009812,43.772948044975976
28,fruits_256,40,3,3.1267852783203125,36.22816066992978,43.17982302344025
29,fruits_256,40,4,2.3167266845703125,48.89557330944681,44.48205559872249
30,fruits_256,48,0,2.7315673828125,41.4698462707244,43.76668442628074
31,fruits_256,48,1,2.7496490478515625,41.19714097036088,43.738030947859855
32,fruits_256,48,2,2.6453094482421875,42.822090065354196,43.906038777658395
33,fruits_256,48,3,2.442901611328125,46.37013579182751,44.251743848964146
34,fruits_256,48,4,2.454071044921875,46.1590872349686,44.23193229546641
35,fruits_256,56,0,3.6734619140625,30.836764363805536,42.48004819368403
36,fruits_256,56,1,3.0539703369140625,37.09193834470009,43.282155464111305
37,fruits_256,56,2,2.7276763916015625,41.52900241104044,43.772875160265194
38,fruits_256,56,3,3.0489349365234375,37.153196706953935,43.289322041346516
39,fruits_256,56,4,3.565155029296875,31.773563425010487,42.61001941152881
40,fruits_256,64,0,3.2567901611328125,34.78200124626939,43.002905835120984
41,fruits_256,64,1,3.063507080078125,36.976470588235294,43.26861472499821
42,fruits_256,64,2,3.7232513427734375,30.42439766072285,42.42158006063672
43,fruits_256,64,3,2.7555389404296875,41.109083156594885,43.728738081468705
44,fruits_256,64,4,4.19305419921875,27.015553355944046,41.90549884758285
45,fruits_256,72,0,3.7372589111328125,30.31036439726447,42.40527174770684
46,fruits_256,72,1,4.007568359375,28.2659381663113,42.10199421770326
47,fruits_256,72,2,3.7708587646484375,30.040286977950608,42.36640094408327
48,fruits_256,72,3,3.152984619140625,35.92712719107214,43.143585086860206
49,fruits_256,72,4,4.3465576171875,26.061469654843147,41.749349199388675
50,fruits_256,80,0,3.7180938720703125,30.466600183035183,42.42760010502635
51,fruits_256,80,1,3.8563995361328125,29.37394800045898,42.26898338917965
52,fruits_256,80,2,4.3525390625,26.025654868745793,41.74337683421547
53,fruits_256,80,3,4.6904144287109375,24.150889258306197,41.41869143707052
54,fruits_256,80,4,3.8876953125,29.13748901029892,42.233881399236246
55,fruits_256,88,0,4.823699951171875,23.483566679108964,41.297000753351305
56,fruits_256,88,1,3.88128662109375,29.185600163545157,42.24104645630306
57,fruits_256,88,2,3.8356475830078125,29.532869480811385,42.292416632519796
58,fruits_256,88,3,4.8770599365234375,23.22663262656317,41.249222679908314
59,fruits_256,88,4,4.2230224609375,26.823840150310737,41.87456969560153
60,fruits_256,96,0,5.265594482421875,21.5127997078989,40.91632950994904
61,fruits_256,96,1,3.8856658935546875,29.152707038260207,42.23614905526324
62,fruits_256,96,2,4.175445556640625,27.129483047193048,41.923775355474966
63,fruits_256,96,3,4.3048095703125,26.314213809726358,41.79126416319045
64,fruits_256,96,4,4.888458251953125,23.172475575116273,41.23908450260618
65,fruits_256,104,0,4.3529052734375,26.02346532432205,41.74301144588299
66,fruits_256,104,1,4.4101104736328125,25.685905176440468,41.68630892151049
67,fruits_256,104,2,4.343780517578125,26.078131476706687,41.75212487752317
68,fruits_256,104,3,6.3104400634765625,17.950836756850865,40.13020714702136
69,fruits_256,104,4,4.7130889892578125,24.034699896722643,41.39774720985475
70,fruits_256,112,0,7.81256103515625,14.499429691955532,39.202869376033924
71,fruits_256,112,1,5.6844024658203125,19.92780773783799,40.58395541700955
72,fruits_256,112,2,5.975555419921875,18.956845260894656,40.36702082277606
73,fruits_256,112,3,4.8859710693359375,23.184271424422327,41.241294697542244
74,fruits_256,112,4,7.0184478759765625,16.139990129597944,39.66839281990116
75,fruits_256,120,0,19.468734741210938,5.818440743536146,35.23742632910566
76,fruits_256,120,1,6.177032470703125,18.33852743702108,40.22300476575687
77,fruits_256,120,2,20.612533569335938,5.495572830109345,34.98948984927743
78,fruits_256,120,3,20.712493896484375,5.469050709658218,34.96847967417514
79,fruits_256,120,4,6.82293701171875,16.60248061044665,39.7910899890784
80,fruits_256,128,0,506.7161865234375,0.223552518068455,21.083155832685154
81,fruits_256,128,1,498.35662841796875,0.22730244363952568,21.15540121876441
82,fruits_256,128,2,483.27862548828125,0.23439414339690506,21.28882773338736
83,fruits_256,128,3,489.70013427734375,0.2313204990448381,21.231501377647394
84,fruits_256,128,4,478.83538818359375,0.23656914722419548,21.32894121545967
